EUR/USD,20090531 21:51:26.282,1.41251,1.41289
EUR/USD,20090531 21:51:29.403,1.41254,1.41292
EUR/USD,20090531 21:51:33.284,1.4127,1.41305
EUR/USD,20090531 21:51:35.275,1.41276,1.41308
EUR/USD,20090531 21:51:44.514,1.41276,1.41299
EUR/USD,20090531 21:51:44.774,1.4127,1.41294
EUR/USD,20090531 21:51:46.281,1.41263,1.41291
EUR/USD,20090531 21:51:59.774,1.41269,1.41294
EUR/USD,20090531 21:52:01.274,1.41274,1.41297
EUR/USD,20090531 21:52:05.781,1.41277,1.41297
EUR/USD,20090531 21:52:12.592,1.41277,1.41296
EUR/USD,20090531 21:52:12.922,1.41277,1.41297
EUR/USD,20090531 21:52:15.259,1.41279,1.41296
EUR/USD,20090531 21:52:15.260,1.41279,1.41297
EUR/USD,20090531 21:52:15.261,1.41277,1.41297
EUR/USD,20090531 21:52:15.264,1.41281,1.41297
EUR/USD,20090531 21:52:15.276,1.41285,1.41299
EUR/USD,20090531 21:52:23.261,1.41288,1.41299
EUR/USD,20090531 21:52:23.265,1.41288,1.41299
EUR/USD,20090531 21:52:23.276,1.41294,1.41299
EUR/USD,20090531 21:52:27.259,1.41294,1.41317
EUR/USD,20090531 21:52:27.260,1.41294,1.41303
EUR/USD,20090531 21:52:27.273,1.41294,1.41299
EUR/USD,20090531 21:52:27.275,1.41285,1.41299
EUR/USD,20090531 21:52:27.510,1.41288,1.41299
EUR/USD,20090531 21:52:27.516,1.41291,1.41299
EUR/USD,20090531 21:52:28.758,1.41291,1.41298
EUR/USD,20090531 21:52:28.759,1.41291,1.41299
EUR/USD,20090531 21:52:28.765,1.4129,1.41299
EUR/USD,20090531 21:52:28.775,1.41285,1.41299
EUR/USD,20090531 21:52:36.289,1.41284,1.41298
EUR/USD,20090531 21:52:54.260,1.41298,1.41298
EUR/USD,20090531 21:52:54.261,1.41284,1.41298
EUR/USD,20090531 21:52:54.277,1.41305,1.41319
EUR/USD,20090531 21:52:57.013,1.41305,1.41318
